asin,forecast_creation_date,target_week,model_name,demand,p50_fcst,p60_fcst,p80_fcst,p90_fcst
OAM4855963,11/20/2016,1/8/2017,Model A,63,50.56,65.37,110.16,153.95
OAM4855963,11/20/2016,1/8/2017,Model B,63,63.68,79.03,123.63,165.73
OAM4855963,11/20/2016,1/15/2017,Model A,49,49.1,62.62,102.89,141.8
OAM4855963,11/20/2016,1/15/2017,Model B,49,62.77,74.43,106.78,136.06
OAM4855963,11/20/2016,1/22/2017,Model A,100,47.72,60.5,98.36,134.74
OAM4855963,11/20/2016,1/22/2017,Model B,100,60.5,70.2,96.51,119.83
FPB2793334,11/20/2016,11/20/2016,Model A,30,40.3,50.96,82.44,112.6
FPB2793334,11/20/2016,11/20/2016,Model B,30,49.76,55.15,69.09,80.88
FPB2793334,11/20/2016,11/27/2016,Model A,36,52.29,67.27,112.35,156.24
FPB2793334,11/20/2016,11/27/2016,Model B,36,60.19,66.65,83.37,97.48
FPB2793334,11/20/2016,12/4/2016,Model A,43,54.29,71.32,123.65,175.52
FPB2793334,11/20/2016,12/4/2016,Model B,43,62.37,69.65,88.65,104.83
FPB2793334,11/20/2016,12/11/2016,Model A,31,64.26,84.49,146.75,208.54
FPB2793334,11/20/2016,12/11/2016,Model B,31,55.76,62.59,80.51,95.85
FPB2793334,11/20/2016,12/18/2016,Model A,52,38.22,51.16,91.61,132.28
FPB2793334,11/20/2016,12/18/2016,Model B,52,47.5,53.44,69.05,82.45
FPB2793334,11/20/2016,12/25/2016,Model A,51,33.39,44.47,78.9,113.34
FPB2793334,11/20/2016,12/25/2016,Model B,51,43.9,49.24,63.24,75.22
FPB2793334,11/20/2016,1/1/2017,Model A,23,36.42,47.83,82.82,117.42
FPB2793334,11/20/2016,1/1/2017,Model B,23,44.79,50.12,64.05,75.95
FPB2793334,11/20/2016,1/8/2017,Model A,47,39.8,52.03,89.36,126.15
FPB2793334,11/20/2016,1/8/2017,Model B,47,47.82,53.54,68.47,81.22
FPB2793334,11/20/2016,1/15/2017,Model A,33,37.5,48.89,83.56,117.65
FPB2793334,11/20/2016,1/15/2017,Model B,33,50.66,56.66,72.33,85.7
FPB2793334,11/20/2016,1/22/2017,Model A,38,35.54,47.38,84.22,121.11
FPB2793334,11/20/2016,1/22/2017,Model B,38,50.79,56.97,73.16,87.02
VIG2848378,11/20/2016,11/20/2016,Model A,212,84.95,98.83,136.61,170.2
VIG2848378,11/20/2016,11/20/2016,Model B,212,74.7,81.89,100.3,115.68
VIG2848378,11/20/2016,11/27/2016,Model A,105,111.1,133.22,195.31,252.16
VIG2848378,11/20/2016,11/27/2016,Model B,105,109.53,120.79,149.82,174.25
VIG2848378,11/20/2016,12/4/2016,Model A,145,87.17,108.04,168.6,225.74
VIG2848378,11/20/2016,12/4/2016,Model B,145,121.24,134.93,170.56,200.83
VIG2848378,11/20/2016,12/11/2016,Model A,183,96.84,124.64,208.43,290.18
VIG2848378,11/20/2016,12/11/2016,Model B,183,109.46,122.51,156.65,185.83
VIG2848378,11/20/2016,12/18/2016,Model A,233,53.1,68.33,114.17,158.81
VIG2848378,11/20/2016,12/18/2016,Model B,233,83.54,94.8,124.68,150.58
VIG2848378,11/20/2016,12/25/2016,Model A,87,44.6,56.27,90.67,123.59
VIG2848378,11/20/2016,12/25/2016,Model B,87,59.19,67.1,88.08,106.23
VIG2848378,11/20/2016,1/1/2017,Model A,39,56.7,71.33,114.38,155.5
VIG2848378,11/20/2016,1/1/2017,Model B,39,44.53,49.36,61.88,72.46
VIG2848378,11/20/2016,1/8/2017,Model A,30,52.7,66.48,107.13,146.04
VIG2848378,11/20/2016,1/8/2017,Model B,30,42.31,46.36,56.68,65.3
VIG2848378,11/20/2016,1/15/2017,Model A,34,52.29,65.58,104.54,141.64
VIG2848378,11/20/2016,1/15/2017,Model B,34,44.65,48.31,57.55,65.16
VIG2848378,11/20/2016,1/22/2017,Model A,38,52.46,65.2,102.24,137.24
VIG2848378,11/20/2016,1/22/2017,Model B,38,45.64,49.64,59.81,68.22
UXG6754286,11/20/2016,11/20/2016,Model A,44,17.86,20.98,29.51,37.12
UXG6754286,11/20/2016,11/20/2016,Model B,44,25.22,30.92,47.2,62.34
UXG6754286,11/20/2016,11/27/2016,Model A,58,22.69,27.46,40.89,53.23
UXG6754286,11/20/2016,11/27/2016,Model B,58,39.56,48.08,72.26,94.61
UXG6754286,11/20/2016,12/4/2016,Model A,68,22.09,27.25,42.06,55.9
UXG6754286,11/20/2016,12/4/2016,Model B,68,42.52,51.98,78.97,104.07
UXG6754286,11/20/2016,12/11/2016,Model A,75,22.55,28.29,45.03,60.9
UXG6754286,11/20/2016,12/11/2016,Model B,75,33.69,41.41,63.54,84.2
UXG6754286,11/20/2016,12/18/2016,Model A,78,11.95,14.71,22.57,29.86
UXG6754286,11/20/2016,12/18/2016,Model B,78,23.29,29.88,49.56,68.59
UXG6754286,11/20/2016,12/25/2016,Model A,30,7.96,9.64,14.31,18.56
UXG6754286,11/20/2016,12/25/2016,Model B,30,19.8,25.38,42.03,58.09
UXG6754286,11/20/2016,1/1/2017,Model A,33,8.06,9.63,13.94,17.82
UXG6754286,11/20/2016,1/1/2017,Model B,33,21.17,26.39,41.53,55.79
UXG6754286,11/20/2016,1/8/2017,Model A,33,6.87,8.26,12.1,15.57
UXG6754286,11/20/2016,1/8/2017,Model B,33,19.36,24.32,38.81,52.56
UXG6754286,11/20/2016,1/15/2017,Model A,21,6.19,7.47,11,14.19
UXG6754286,11/20/2016,1/15/2017,Model B,21,17.74,22.34,35.78,48.55
UXG6754286,11/20/2016,1/22/2017,Model A,25,5.76,7.02,10.52,13.69
UXG6754286,11/20/2016,1/22/2017,Model B,25,15.83,20.06,32.46,44.29
MPG8189369,11/20/2016,11/20/2016,Model A,19,29.17,35.54,53.6,70.33
MPG8189369,11/20/2016,11/20/2016,Model B,19,23.06,25.77,32.82,38.81
MPG8189369,11/20/2016,11/27/2016,Model A,22,34.45,43.18,68.73,93
MPG8189369,11/20/2016,11/27/2016,Model B,22,24.73,27.43,34.4,40.28
MPG8189369,11/20/2016,12/4/2016,Model A,32,37.27,47.57,78.27,107.92
MPG8189369,11/20/2016,12/4/2016,Model B,32,25.67,28.59,36.15,42.56
MPG8189369,11/20/2016,12/11/2016,Model A,19,38.53,47.86,74.95,100.49
MPG8189369,11/20/2016,12/11/2016,Model B,19,25.9,29.25,38.06,45.65
MPG8189369,11/20/2016,12/18/2016,Model A,13,27.22,34.39,55.48,75.63
MPG8189369,11/20/2016,12/18/2016,Model B,13,26.19,29.55,38.4,46
MPG8189369,11/20/2016,12/25/2016,Model A,16,22.19,27.91,44.66,60.58
MPG8189369,11/20/2016,12/25/2016,Model B,16,25.99,29.61,39.21,47.53
MPG8189369,11/20/2016,1/1/2017,Model A,22,27.95,34.19,52,68.54
MPG8189369,11/20/2016,1/1/2017,Model B,22,25.6,29.44,39.75,48.78
MPG8189369,11/20/2016,1/8/2017,Model A,25,25.91,31.98,49.43,65.76
MPG8189369,11/20/2016,1/8/2017,Model B,25,26.2,30.27,41.22,50.86
MPG8189369,11/20/2016,1/15/2017,Model A,18,26.23,32.36,49.96,66.42
MPG8189369,11/20/2016,1/15/2017,Model B,18,27.01,31.19,42.43,52.33
MPG8189369,11/20/2016,1/22/2017,Model A,25,25.8,31.6,48.14,63.51
MPG8189369,11/20/2016,1/22/2017,Model B,25,27.62,31.83,43.14,53.07
BSY1754229,11/20/2016,11/20/2016,Model A,0,4.68,5.8,8.96,11.84
BSY1754229,11/20/2016,11/20/2016,Model B,0,3.83,7.48,22.78,41.8
BSY1754229,11/20/2016,11/27/2016,Model A,0,6.37,7.99,12.66,17.01
BSY1754229,11/20/2016,11/27/2016,Model B,0,11.63,18.49,43.52,71.81
BSY1754229,11/20/2016,12/4/2016,Model A,0,7.08,8.88,14.04,18.87
BSY1754229,11/20/2016,12/4/2016,Model B,0,11.69,19.07,46.74,78.62
BSY1754229,11/20/2016,12/11/2016,Model A,0,7.96,10.23,16.87,23.21
BSY1754229,11/20/2016,12/11/2016,Model B,0,1.05,4.29,25.6,60.33
BSY1754229,11/20/2016,12/18/2016,Model A,0,5.5,7.11,11.84,16.33
BSY1754229,11/20/2016,12/18/2016,Model B,0,0,2.04,18.56,48.76
BSY1754229,11/20/2016,12/25/2016,Model A,0,3.33,4.31,7.13,9.78
BSY1754229,11/20/2016,12/25/2016,Model B,0,0,1.62,12.57,30.65
BSY1754229,11/20/2016,1/1/2017,Model A,0,3.16,4.06,6.64,9.03
BSY1754229,11/20/2016,1/1/2017,Model B,0,0,1.7,13.61,33.69
BSY1754229,11/20/2016,1/8/2017,Model A,0,3,3.79,6.01,8.04
BSY1754229,11/20/2016,1/8/2017,Model B,0,0,1.75,14.27,35.63
BSY1754229,11/20/2016,1/15/2017,Model A,0,2.73,3.49,5.65,7.63
BSY1754229,11/20/2016,1/15/2017,Model B,0,0.74,3.17,17.75,40.34
BSY1754229,11/20/2016,1/22/2017,Model A,0,2.76,3.54,5.75,7.79
BSY1754229,11/20/2016,1/22/2017,Model B,0,1.41,4.1,18.08,37.96
MIC4973165,11/20/2016,11/20/2016,Model A,36,34.78,39.96,53.85,66.01
MIC4973165,11/20/2016,11/20/2016,Model B,36,37.01,42.23,56.14,68.24
MIC4973165,11/20/2016,11/27/2016,Model A,61,52.88,62.07,87.26,109.83
MIC4973165,11/20/2016,11/27/2016,Model B,61,55.3,62.36,80.96,96.98
MIC4973165,11/20/2016,12/4/2016,Model A,21,55.68,66.66,97.38,125.43
MIC4973165,11/20/2016,12/4/2016,Model B,21,59.21,67.29,88.74,107.36
MIC4973165,11/20/2016,12/11/2016,Model A,27,63.89,79.05,122.92,164.22
MIC4973165,11/20/2016,12/11/2016,Model B,27,49.31,56.16,74.38,90.23
MIC4973165,11/20/2016,12/18/2016,Model A,14,35.35,44.57,71.68,97.57
MIC4973165,11/20/2016,12/18/2016,Model B,14,34.67,40.24,55.34,68.7
MIC4973165,11/20/2016,12/25/2016,Model A,27,19.93,24.81,38.93,52.21
MIC4973165,11/20/2016,12/25/2016,Model B,27,26.44,30.29,40.58,49.55
MIC4973165,11/20/2016,1/1/2017,Model A,41,21.25,26.13,40.07,53.05
MIC4973165,11/20/2016,1/1/2017,Model B,41,23.33,26.35,34.29,41.11
MIC4973165,11/20/2016,1/8/2017,Model A,22,17.25,21.03,31.74,41.62
MIC4973165,11/20/2016,1/8/2017,Model B,22,20.73,23.53,30.92,37.3
MIC4973165,11/20/2016,1/15/2017,Model A,32,17.28,20.93,31.2,40.62
MIC4973165,11/20/2016,1/15/2017,Model B,32,19.25,21.79,28.51,34.29
MIC4973165,11/20/2016,1/22/2017,Model A,61,16.43,19.9,29.65,38.58
MIC4973165,11/20/2016,1/22/2017,Model B,61,18.17,20.34,25.97,30.76
KYS7477117,11/20/2016,11/20/2016,Model A,147,70.19,85.07,127.25,166.23
KYS7477117,11/20/2016,11/20/2016,Model B,147,100.02,112.05,143.55,170.51
KYS7477117,11/20/2016,11/27/2016,Model A,225,102.52,127.82,201.69,271.78
KYS7477117,11/20/2016,11/27/2016,Model B,225,134.36,152,198.68,239.04
KYS7477117,11/20/2016,12/4/2016,Model A,182,95.52,125.58,218.18,310.17
KYS7477117,11/20/2016,12/4/2016,Model B,182,147.76,169.56,228.12,279.52
KYS7477117,11/20/2016,12/11/2016,Model A,182,105.83,138.45,238.49,337.48
KYS7477117,11/20/2016,12/11/2016,Model B,182,138.54,160.19,218.79,270.61
KYS7477117,11/20/2016,12/18/2016,Model A,149,64.22,84.44,146.69,208.47
KYS7477117,11/20/2016,12/18/2016,Model B,149,119.52,140.11,196.61,247.25
KYS7477117,11/20/2016,12/25/2016,Model A,140,48.41,63.79,111.16,158.21
KYS7477117,11/20/2016,12/25/2016,Model B,140,104.29,123.37,176.18,223.92
KYS7477117,11/20/2016,1/1/2017,Model A,134,65.82,85.71,146.34,206.03
KYS7477117,11/20/2016,1/1/2017,Model B,134,97.05,114.16,161.24,203.56
KYS7477117,11/20/2016,1/8/2017,Model A,157,62.04,80.53,136.67,191.78
KYS7477117,11/20/2016,1/8/2017,Model B,157,98.66,114.67,158.18,196.84
KYS7477117,11/20/2016,1/15/2017,Model A,123,59.66,78.34,135.73,192.61
KYS7477117,11/20/2016,1/15/2017,Model B,123,105.06,120.22,160.8,196.3
KYS7477117,11/20/2016,1/22/2017,Model A,73,59.3,78.52,138.06,197.47
KYS7477117,11/20/2016,1/22/2017,Model B,73,107.23,122.69,164.1,200.32
TEB9539368,11/20/2016,11/20/2016,Model A,0,4.3,5.26,7.9,10.29
TEB9539368,11/20/2016,11/20/2016,Model B,0,13.25,17.29,29.43,41.26
TEB9539368,11/20/2016,11/27/2016,Model A,0,6.63,8.18,12.56,16.59
TEB9539368,11/20/2016,11/27/2016,Model B,0,23.57,30.02,49.12,67.47
TEB9539368,11/20/2016,12/4/2016,Model A,0,7.42,9.3,14.71,19.76
TEB9539368,11/20/2016,12/4/2016,Model B,0,26.02,33.21,54.58,75.17
TEB9539368,11/20/2016,12/11/2016,Model A,1,9.62,12.25,19.96,27.3
TEB9539368,11/20/2016,12/11/2016,Model B,1,19.09,24.85,42.25,59.25
TEB9539368,11/20/2016,12/18/2016,Model A,0,5.41,6.95,11.44,15.68
TEB9539368,11/20/2016,12/18/2016,Model B,0,10,14.63,30.12,46.55
TEB9539368,11/20/2016,12/25/2016,Model A,0,2.87,3.75,6.28,8.64
TEB9539368,11/20/2016,12/25/2016,Model B,0,6.09,9.36,20.61,32.81
TEB9539368,11/20/2016,1/1/2017,Model A,0,3.02,3.91,6.45,8.81
TEB9539368,11/20/2016,1/1/2017,Model B,0,8.11,11.23,21.09,31.07
TEB9539368,11/20/2016,1/8/2017,Model A,0,2.38,3.11,5.18,7.1
TEB9539368,11/20/2016,1/8/2017,Model B,0,8.95,12.06,21.63,31.15
TEB9539368,11/20/2016,1/15/2017,Model A,0,2.16,2.81,4.66,6.37
TEB9539368,11/20/2016,1/15/2017,Model B,0,9.59,12.92,23.21,33.44
TEB9539368,11/20/2016,1/22/2017,Model A,0,2.13,2.71,4.34,5.81
TEB9539368,11/20/2016,1/22/2017,Model B,0,10.08,13.44,23.71,33.86
EIC7795067,11/20/2016,11/20/2016,Model A,55,38.2,46.69,70.92,93.44
EIC7795067,11/20/2016,11/20/2016,Model B,55,46.66,52.92,69.48,83.82
EIC7795067,11/20/2016,11/27/2016,Model A,54,49.53,62.07,98.79,133.73
EIC7795067,11/20/2016,11/27/2016,Model B,54,71.02,80.37,105.1,126.49
EIC7795067,11/20/2016,12/4/2016,Model A,64,45.82,59.77,102.29,144.17
EIC7795067,11/20/2016,12/4/2016,Model B,64,76.99,87.81,116.66,141.8
EIC7795067,11/20/2016,12/11/2016,Model A,59,59.41,81.19,150.88,222.26
EIC7795067,11/20/2016,12/11/2016,Model B,59,63.93,73.18,97.94,119.58
EIC7795067,11/20/2016,12/18/2016,Model A,31,27.68,38.91,75.69,114.06
EIC7795067,11/20/2016,12/18/2016,Model B,31,43.43,51.17,72.48,91.64
EIC7795067,11/20/2016,12/25/2016,Model A,33,19.43,26.55,49.11,72.04
EIC7795067,11/20/2016,12/25/2016,Model B,33,31.1,36.48,51.19,64.34
EIC7795067,11/20/2016,1/1/2017,Model A,50,21.49,28.35,49.39,70.2
EIC7795067,11/20/2016,1/1/2017,Model B,50,26.12,30.02,40.47,49.62
EIC7795067,11/20/2016,1/8/2017,Model A,46,18.96,25.37,45.28,65.19
EIC7795067,11/20/2016,1/8/2017,Model B,46,23.59,27.04,36.26,44.31
EIC7795067,11/20/2016,1/15/2017,Model A,35,17,22.98,41.73,60.61
EIC7795067,11/20/2016,1/15/2017,Model B,35,22.85,26.13,34.87,42.47
EIC7795067,11/20/2016,1/22/2017,Model A,29,17.02,22.88,41.13,59.42
EIC7795067,11/20/2016,1/22/2017,Model B,29,22.17,25.5,34.39,42.18
FFL2821610,11/20/2016,11/20/2016,Model A,0,9.4,12.84,23.58,34.39
FFL2821610,11/20/2016,11/20/2016,Model B,0,9.65,12.93,23.02,33.03
FFL2821610,11/20/2016,11/27/2016,Model A,46,10.85,15.09,28.64,42.5
FFL2821610,11/20/2016,11/27/2016,Model B,46,16.15,20.09,31.46,42.14
FFL2821610,11/20/2016,12/4/2016,Model A,44,10.37,14.52,27.84,41.52
FFL2821610,11/20/2016,12/4/2016,Model B,44,18.51,22.85,35.32,46.96
FFL2821610,11/20/2016,12/11/2016,Model A,38,9.36,12.57,22.49,32.33
FFL2821610,11/20/2016,12/11/2016,Model B,38,16.36,20.64,33.12,44.99
FFL2821610,11/20/2016,12/18/2016,Model A,30,5.95,8.13,14.87,21.57
FFL2821610,11/20/2016,12/18/2016,Model B,30,13.41,17.22,28.52,39.39
FFL2821610,11/20/2016,12/25/2016,Model A,7,4.1,5.58,10.05,14.42
FFL2821610,11/20/2016,12/25/2016,Model B,7,10.99,14.2,23.76,32.98
FFL2821610,11/20/2016,1/1/2017,Model A,0,4.71,6.17,10.49,14.62
FFL2821610,11/20/2016,1/1/2017,Model B,0,10.58,13.57,22.42,30.91
FFL2821610,11/20/2016,1/8/2017,Model A,4,4.19,5.51,9.4,13.12
FFL2821610,11/20/2016,1/8/2017,Model B,4,10.5,13.63,22.97,32
FFL2821610,11/20/2016,1/15/2017,Model A,0,4.01,5.39,9.52,13.52
FFL2821610,11/20/2016,1/15/2017,Model B,0,10.37,13.6,23.35,32.87
FFL2821610,11/20/2016,1/22/2017,Model A,0,3.93,5.31,9.46,13.5
FFL2821610,11/20/2016,1/22/2017,Model B,0,9.81,12.79,21.74,30.43
EGY8221472,11/20/2016,11/20/2016,Model A,0,0.98,1.48,2.93,4.31
EGY8221472,11/20/2016,11/20/2016,Model B,0,3.7,6.48,16.98,29.14
EGY8221472,11/20/2016,11/27/2016,Model A,0,1.26,2.01,4.34,6.69
EGY8221472,11/20/2016,11/27/2016,Model B,0,8.1,12.42,27.41,43.78
EGY8221472,11/20/2016,12/4/2016,Model A,0,1.74,2.68,5.62,8.59
EGY8221472,11/20/2016,12/4/2016,Model B,0,10.94,16.03,33.15,51.35
EGY8221472,11/20/2016,12/11/2016,Model A,0,1.39,2.1,4.25,6.37
EGY8221472,11/20/2016,12/11/2016,Model B,0,8.53,13.05,28.74,45.86
EGY8221472,11/20/2016,12/18/2016,Model A,0,1.22,1.98,4.42,6.89
EGY8221472,11/20/2016,12/18/2016,Model B,0,4.51,8.24,23.11,41
EGY8221472,11/20/2016,12/25/2016,Model A,0,0.89,1.46,3.2,4.92
EGY8221472,11/20/2016,12/25/2016,Model B,0,0.83,2.95,14.16,30.29
EGY8221472,11/20/2016,1/1/2017,Model A,0,0.78,1.3,2.89,4.45
EGY8221472,11/20/2016,1/1/2017,Model B,0,0.47,2.29,12.35,27.19
EGY8221472,11/20/2016,1/8/2017,Model A,0,0.69,1.1,2.31,3.46
EGY8221472,11/20/2016,1/8/2017,Model B,0,0,1.48,10.76,25.48
EGY8221472,11/20/2016,1/15/2017,Model A,0,0.8,1.32,2.92,4.49
EGY8221472,11/20/2016,1/15/2017,Model B,0,0,1.46,10.53,24.85
EGY8221472,11/20/2016,1/22/2017,Model A,0,0.69,1.13,2.45,3.72
EGY8221472,11/20/2016,1/22/2017,Model B,0,0,1.41,9.98,23.32
BWK4956602,11/20/2016,11/20/2016,Model A,63,19.77,23.21,32.62,41.02
BWK4956602,11/20/2016,11/20/2016,Model B,63,21.12,25,35.7,45.32
BWK4956602,11/20/2016,11/27/2016,Model A,57,26.55,32.4,49.02,64.41
BWK4956602,11/20/2016,11/27/2016,Model B,57,29.27,34.28,47.98,60.19
BWK4956602,11/20/2016,12/4/2016,Model A,47,27.77,35.74,59.64,82.84
BWK4956602,11/20/2016,12/4/2016,Model B,47,31.22,36.7,51.71,65.16
BWK4956602,11/20/2016,12/11/2016,Model A,61,38.67,49.05,79.79,109.32
BWK4956602,11/20/2016,12/11/2016,Model B,61,27.31,32.13,45.32,57.14
BWK4956602,11/20/2016,12/18/2016,Model A,35,24.62,30.64,48.08,64.52
BWK4956602,11/20/2016,12/18/2016,Model B,35,22.18,26.2,37.26,47.2
BWK4956602,11/20/2016,12/25/2016,Model A,27,15.89,20.01,32.02,43.41
BWK4956602,11/20/2016,12/25/2016,Model B,27,18.91,22.22,31.28,39.37
BWK4956602,11/20/2016,1/1/2017,Model A,15,17.68,21.91,34.05,45.42
BWK4956602,11/20/2016,1/1/2017,Model B,15,18.51,21.44,29.34,36.29
BWK4956602,11/20/2016,1/8/2017,Model A,14,16,19.77,30.57,40.65
BWK4956602,11/20/2016,1/8/2017,Model B,14,17.98,21.01,29.25,36.56
BWK4956602,11/20/2016,1/15/2017,Model A,23,15.33,18.8,28.66,37.8
BWK4956602,11/20/2016,1/15/2017,Model B,23,17.82,20.79,28.85,35.99
BWK4956602,11/20/2016,1/22/2017,Model A,26,14.23,17.71,27.72,37.12
BWK4956602,11/20/2016,1/22/2017,Model B,26,17.33,20.1,27.58,34.17
GBB7075366,11/20/2016,11/20/2016,Model A,680,529.16,599.9,787.62,950.41
GBB7075366,11/20/2016,11/20/2016,Model B,680,592.66,649.48,795.04,916.78
GBB7075366,11/20/2016,11/27/2016,Model A,846,878.76,1010.02,1363.34,1674.13
GBB7075366,11/20/2016,11/27/2016,Model B,846,840.86,939.23,1196.32,1415.85
GBB7075366,11/20/2016,12/4/2016,Model A,675,956.37,1091.76,1453.68,1769.83
GBB7075366,11/20/2016,12/4/2016,Model B,675,962.83,1084.3,1404.47,1680.24
GBB7075366,11/20/2016,12/11/2016,Model A,922,1152.26,1407.93,2140.66,2824.39
GBB7075366,11/20/2016,12/11/2016,Model B,922,959.68,1090.96,1440.37,1744.28
GBB7075366,11/20/2016,12/18/2016,Model A,668,666.67,823.08,1276.07,1702.74
GBB7075366,11/20/2016,12/18/2016,Model B,668,828.9,955.49,1297.26,1598.78
GBB7075366,11/20/2016,12/25/2016,Model A,278,354.24,423.41,617.2,794.28
GBB7075366,11/20/2016,12/25/2016,Model B,278,601.43,704.01,985.37,1237.38
GBB7075366,11/20/2016,1/1/2017,Model A,65,390.7,469.53,691.61,895.59
GBB7075366,11/20/2016,1/1/2017,Model B,65,411.36,475.28,648.25,801.19
GBB7075366,11/20/2016,1/8/2017,Model A,54,298.17,362.05,543.85,712.45
GBB7075366,11/20/2016,1/8/2017,Model B,54,343.87,394.69,531.26,651.2
GBB7075366,11/20/2016,1/15/2017,Model A,151,284.2,345.29,519.3,680.75
GBB7075366,11/20/2016,1/15/2017,Model B,151,326.04,363.13,459.75,541.97
GBB7075366,11/20/2016,1/22/2017,Model A,105,273.03,327.04,478.68,617.5
GBB7075366,11/20/2016,1/22/2017,Model B,105,318.02,350.78,435.26,506.41
AKO3197283,11/20/2016,11/20/2016,Model A,3,17.96,24.21,43.77,63.43
AKO3197283,11/20/2016,11/20/2016,Model B,3,13.93,16.07,21.81,26.84
AKO3197283,11/20/2016,11/27/2016,Model A,11,21.89,29.64,54.01,78.64
AKO3197283,11/20/2016,11/27/2016,Model B,11,15.51,17.8,23.92,29.25
AKO3197283,11/20/2016,12/4/2016,Model A,9,22.37,30.94,58.47,86.77
AKO3197283,11/20/2016,12/4/2016,Model B,9,15.56,17.89,24.11,29.54
AKO3197283,11/20/2016,12/11/2016,Model A,6,14.65,20.07,37.24,54.67
AKO3197283,11/20/2016,12/11/2016,Model B,6,14.08,16.59,23.44,29.55
AKO3197283,11/20/2016,12/18/2016,Model A,4,8.54,11.89,22.53,33.37
AKO3197283,11/20/2016,12/18/2016,Model B,4,14.03,16.48,23.15,29.09
AKO3197283,11/20/2016,12/25/2016,Model A,8,7.91,10.99,20.72,30.59
AKO3197283,11/20/2016,12/25/2016,Model B,8,14.87,17.56,24.92,31.5
AKO3197283,11/20/2016,1/1/2017,Model A,10,10.45,14.38,26.75,39.29
AKO3197283,11/20/2016,1/1/2017,Model B,10,15.04,18.03,26.36,33.92
AKO3197283,11/20/2016,1/8/2017,Model A,23,9.63,13.29,24.81,36.49
AKO3197283,11/20/2016,1/8/2017,Model B,23,15.84,19.07,28.09,36.31
AKO3197283,11/20/2016,1/15/2017,Model A,26,8.21,11.3,21.02,30.83
AKO3197283,11/20/2016,1/15/2017,Model B,26,16.56,19.89,29.16,37.61
AKO3197283,11/20/2016,1/22/2017,Model A,25,8.86,12.41,23.76,35.39
AKO3197283,11/20/2016,1/22/2017,Model B,25,15.99,19.4,29.01,37.84
YGV7551909,11/20/2016,11/20/2016,Model A,107,45.73,54.63,79.48,102.11
YGV7551909,11/20/2016,11/20/2016,Model B,107,38.53,43.54,56.75,68.14
YGV7551909,11/20/2016,11/27/2016,Model A,95,62.53,74.85,109.34,140.84
YGV7551909,11/20/2016,11/27/2016,Model B,95,53.76,60.55,78.42,93.78
YGV7551909,11/20/2016,12/4/2016,Model A,119,64.54,77.99,116,151.02
YGV7551909,11/20/2016,12/4/2016,Model B,119,60.18,68.13,89.18,107.37
YGV7551909,11/20/2016,12/11/2016,Model A,108,71.54,88.61,138.08,184.71
YGV7551909,11/20/2016,12/11/2016,Model B,108,57.51,65.33,86.08,104.08
YGV7551909,11/20/2016,12/18/2016,Model A,116,50.74,64.15,103.77,141.77
YGV7551909,11/20/2016,12/18/2016,Model B,116,47.48,54.41,72.97,89.21
YGV7551909,11/20/2016,12/25/2016,Model A,39,30.87,38.26,59.59,79.64
YGV7551909,11/20/2016,12/25/2016,Model B,39,36.07,41.38,55.62,68.08
YGV7551909,11/20/2016,1/1/2017,Model A,34,35.09,42.72,64.37,84.42
YGV7551909,11/20/2016,1/1/2017,Model B,34,27.9,31.56,41.22,49.55
YGV7551909,11/20/2016,1/8/2017,Model A,13,30.16,36.6,54.82,71.62
YGV7551909,11/20/2016,1/8/2017,Model B,13,24.39,27.77,36.74,44.52
YGV7551909,11/20/2016,1/15/2017,Model A,7,29.43,35.63,53.12,69.22
YGV7551909,11/20/2016,1/15/2017,Model B,7,23.95,26.97,34.9,41.69
YGV7551909,11/20/2016,1/22/2017,Model A,25,29.42,35.64,53.2,69.37
YGV7551909,11/20/2016,1/22/2017,Model B,25,23.27,26.23,34.02,40.7
UVB1157979,11/20/2016,11/20/2016,Model A,7,10.43,12.66,18.93,24.66
UVB1157979,11/20/2016,11/20/2016,Model B,7,8.46,9.78,13.3,16.38
UVB1157979,11/20/2016,11/27/2016,Model A,10,13.74,17.05,26.58,35.49
UVB1157979,11/20/2016,11/27/2016,Model B,10,9.58,11,14.77,18.05
UVB1157979,11/20/2016,12/4/2016,Model A,10,14.17,17.54,27.22,36.24
UVB1157979,11/20/2016,12/4/2016,Model B,10,10.31,11.83,15.85,19.34
UVB1157979,11/20/2016,12/11/2016,Model A,7,11.89,14.82,23.23,31.12
UVB1157979,11/20/2016,12/11/2016,Model B,7,10.28,11.97,16.52,20.54
UVB1157979,11/20/2016,12/18/2016,Model A,6,8.11,10.02,15.45,20.47
UVB1157979,11/20/2016,12/18/2016,Model B,6,11.17,13.04,18.09,22.55
UVB1157979,11/20/2016,12/25/2016,Model A,6,9.12,11.31,17.56,23.37
UVB1157979,11/20/2016,12/25/2016,Model B,6,12.1,14.29,20.26,25.59
UVB1157979,11/20/2016,1/1/2017,Model A,9,12.63,15.7,24.53,32.8
UVB1157979,11/20/2016,1/1/2017,Model B,9,12.84,15.28,22.04,28.12
UVB1157979,11/20/2016,1/8/2017,Model A,14,14.42,17.66,26.88,35.4
UVB1157979,11/20/2016,1/8/2017,Model B,14,13.91,16.64,24.23,31.1
UVB1157979,11/20/2016,1/15/2017,Model A,10,14.33,17.78,27.71,37
UVB1157979,11/20/2016,1/15/2017,Model B,10,15.23,18.09,25.98,33.09
